ability|cognition,knowledge,power,quality|inability
hardiness|boldness,daring,fearlessness,hardihood,lustiness,robustness,strength|timidity
hardness|body,callosity,callousness,consistence,consistency,difficulty,harshness,inclemency,rigor,rigorousness,ruggedness,severeness,severity,sternness,stiffness,strictness|softness
hardware|arms,component,constituent,element,ironware,munition,weaponry|software
harmful|abusive,adverse,baneful,bruising,calumnious,catastrophic,damaging,dangerous,deadly,defamatory,degrading,deleterious,destructive,detrimental,evil,harmful,hurtful,inauspicious,inexpedient,injurious,inopportune,insidious,libellous,libelous,malign,minus,mischievous,negative,noxious,offensive,painful,pernicious,pestilent,prejudicial,ruinous,slanderous,stabbing,subtle,toxic,unfavorable,unsafe,untoward,unwholesome|harmless,advantageous,innocuous
harmless|benign,benignant,harmless,innocent,innocuous,inoffensive,insipid,nonmalignant,nontoxic,painless,safe|harmful,noxious
harmonious|appropriate,balanced,compatible,congruent,congruous,consonant,harmonic,pure,symmetrical,sympathetic,symphonic,true|inharmonious
harmony|agreement,concord,concordance,music,order|dissonance
harness|attach,bound,command,confine,control,exploit,limit,rein,restrain,restrict,rule,support,tack,tackle,throttle,trammel|unharness
harsh|abrasive,coarse,disagreeable,farinaceous,grainy,granular,granulated,gritty,heavy,loose,mealy,open,plushy,rough,unkind,unpleasant|fine
hasten|assist,effect,effectuate,expedite,help,hotfoot,hurry,induce,move,race,rush,speed,stimulate,travel|linger
hastily|hurriedly|unhurriedly
hate|detest,dislike,emotion,hatred|love
hateful|abominable,awful,detestable,execrable,hostile,mean,nasty,odious,offensive,undesirable,unlovable|lovable
hatred|emotion,hate|love
have|accept,acquire,bang,bear,birth,cause,change,consume,deliver,direct,experience,feature,give,have,hold,hump,hurt,individual,induce,ingest,interact,jazz,know,love,make,mortal,person,possess,produce,receive,score,screw,somebody,someone,soul,stimulate,suffer,sustain,take,tally,throw,undergo|refuse,abstain,lack
hawk|board,cough,deal,huckster,hunt,militarist,monger,mortarboard,peddle,pitch,sell,trade,vend,warmonger|dove
head|advance,arise,bathroom,beginning,brain,channelize,chief,cognition,coil,command,continue,control,develop,direct,educator,elevation,foam,forefront,forepart,form,formation,fountainhead,front,froth,grow,guide,header,heading,headland,headway,individual,john,juncture,knowledge,lavatory,lead,leader,line,maneuver,mark,membrane,mind,object,obverse,occasion,origin,originate,pass,peak,pedagogue,perversion,point,precede,pressure,principal,privy,proceed,progress,progression,projection,promontory,psyche,question,remove,rise,root,source,steer,straits,striker,structure,subject,take,theme,toilet,topic,user,withdraw,word|tail,foot,rear
headed|mature,oriented|headless
headless|brainless,stupid|headed
health|condition,status,upbeat,welfare,well-being,wellness|illness
heat|alter,arouse,change,elicit,emotionalism,energy,estrus,evoke,fire,furnish,heating,hotness,ignite,inflame,kindle,modify,passion,provide,provoke,race,raise,render,supply,temperature,turn,utility,wake,warmth|cool
heavenly|ambrosial,atmosphere,celestial,divine,ethereal,godlike,godly,immortal,paradisaical,providential,sacred,supernal|earthly
heavily|hard,heavy|lightly
heaviness|broadness,difficulty,onerousness,sadness,thickness,unhappiness,weight,weightiness,wideness|lightness
heavy|actor,arduous,backbreaking,burdensome,character,clayey,cloudy,compact,deep,dense,distressful,distressing,disturbing,doughy,dull,expectant,fleshy,full,grave,gravid,great,grievous,grueling,gruelling,hard,harsh,heavily,heavy-duty,hefty,impenetrable,important,indigestible,indulgent,intemperate,labored,laborious,large,leaden,lumbering,massive,onerous,oppressive,overweight,part,persona,player,ponderous,pregnant,profound,punishing,role,soggy,sonorous,sound,steep,sullen,taxing,thespian,thick,threatening,toilsome,weighted,weighty,wicked,worrisome|light
heedful|attentive,aware,careful,mindful,thoughtful|heedless
heedless|careless,deaf,indifferent,reckless,regardless,thoughtless|heedful
helpful|cooperative,encouraging,face-saving,instrumental,laborsaving,ministrant,reformative,reformatory,right-hand,subservient,useful|unhelpful
herbivorous|saprophytic|omnivorous,carnivorous
here|hither,location,present|there
hereafter|afterlife,future,futurity,life,lifetime,time|past
heresy|content,heterodoxy,orientation|orthodoxy
heterodoxy|heresy,orientation,originality|orthodoxy
heterosexual|individual,mortal,person,somebody,someone,soul,straight|homosexual,bisexual
highlight|detail,foreground,item,light,lightness,particular,spotlight|background
holy|blessed,consecrate,dedicated,hallowed,place,sacred,sanctum,spot|unholy
home|abode,base,beginning,domestic,domicile,dwelling,environment,family,habitation,house,household,housing,institution,interior,internal,location,lodging,menage,national,origin,place,plate,residence,return,root,source,unit|away
homogenize|equal,equalize,equate,match,turn|curdle
homosexual|butch,homo,individual,lesbian,mortal,person,queer,somebody,someone,soul,transgender,transsexual,transvestite|bisexual,heterosexual
honor|accept,accolade,award,chastity,have,laurels,observe,pureness,purity,recognize,respect,reward,standing,symbol,take,virtue|dishonor,disrespect
honorable|artless,august,direct,downright,estimable,ethical,genuine,good,honest,honorable,ingenuous,just,laureate,moral,noble,reputable,respectable,right,sincere,square,straight,time-honored,true,trustworthy,trusty,venerable,worthy|dishonest,dishonorable
honorably|uprightly|dishonorably
hook|abstract,accost,accustom,addict,bait,cabbage,catch,cheat,chisel,claw,clout,come-on,crochet,crotchet,curve,draw,entice,enticement,fasten,filch,fleece,grab,habituate,implement,intertwine,lick,lift,loop,lure,offer,overcharge,pilfer,pinch,play,pluck,plume,poke,punch,purloin,secure,snare,sneak,snitch,soak,solicit,steal,surcharge,sweetener,swing,swipe,tempt,temptation,thieve|unhook,undercharge
hope|anticipation,comedian,comic,desire,expectancy,expectation,feeling,individual,mortal,outlook,person,plan,promise,prospect,somebody,someone,soul,trust,want,wish|despair
hopeful|applicant,applier,aspirant,auspicious,encouraging,expectant,fortunate,optimistic,rosy,wannabe|hopeless
hopefulness|condition,hope,status|hopelessness
hopeless|abject,black,bleak,despairing,desperate,despondent,discouraging,forlorn,gloomy,grim,heartsick,helpless,impossible,insoluble,lost,pessimistic,resigned,unskilled|hopeful
horizontal|crosswise,flat,level,orientation,swimming|vertical,inclined
hotfoot|hasten,move,race,rush,speed,travel|linger
hotness|heat,spice,spiciness,temperature|coldness
hubby|husband,mate,partner,spouse|wife
human|anthropoid,fallible,frail,hominid,homo,imperfect,manlike,quality,weak|nonhuman
humane|bailiwick,civilized,discipline,field,human,humanist,humanistic,humanitarian,merciful,study,subject|inhumane
humanize|alter,change,modify|dehumanize
humble|abase,alter,base,broken,bruise,chagrin,change,humiliate,humiliated,hurt,inferior,injure,lowborn,lowly,meek,menial,mild,modest,modify,mortify,offend,small,spite,unskilled,wound|proud
humbleness|feeling,humility,lowliness,obscurity,trait|pride
humidify|dampen,moisten,moisturize,wash|dehumidify
humility|feeling,humbleness,trait|pride
humorless|unfunny|humorous
humorous|amusing,buffoonish,clownish,comic,comical,droll,facetious,farcical,funny,hilarious,ironic,ironical,jocose,jocular,killing,laughable,ludicrous,mirthful,pleasing,ridiculous,risible,slapstick,tragicomic,uproarious,waggish,witty,zany|humorless
hungry|athirst,desirous,empty,famished,ravenous,thirsty,wishful|thirsty
hurried|fast,flying,hasty,headlong,overhasty,pell-mell,precipitant,precipitate,precipitous,quick,rush|unhurried
hurriedly|hastily|unhurriedly
hurry|exhort,fastness,haste,hasten,hastiness,motion,move,movement,press,rush,speed,swiftness,travel,urge,urgency|delay
husband|conserve,economize,hubby,mate,partner,preserve,save,spouse|wife,waste
identical|congruent,same,selfsame,very|fraternal
idle|baseless,dead,frivolous,groundless,inactive,indolent,ineffective,ineffectual,jobless,laze,lazy,leisured,light,loose,operation,otiose,slothful,slug,stagnate,unemployed,unfounded,unprofitable,unsupported,unused,unwarranted,wild|busy,work
igneous|eruptive,fiery,temperature|aqueous
ignite|arouse,burn,elicit,erupt,evoke,fire,heat,inflame,kindle,light,provoke,raise,turn,wake|extinguish
ignoble|base,contemptible,cowardly,dishonorable,fearful,lowborn,mean,ungentle,untitled|noble
ignore|discount,dismiss,disregard,handle,neglect,reject,snub,treat|know,notice
ill-advised|foolish,imprudent,unadvised|well-advised
illegal|black,bootleg,contraband,criminal,dirty,extralegal,felonious,ill-gotten,illegitimate,illicit,ineligible,irregular,nonlegal,outlaw,penal,punishable,unlawful|legal
illegality|unlawfulness|legality
illicitly|illegally,lawlessly|licitly,legitimately
illness|malady,sickness|wellness
immersion|absorption,attention,baptism,engrossment,ingress,submergence,submersion|egress
immobilize|beat,block,convert,crush,curb,curtail,freeze,restrict,shell,trap,trounce,vanquish,withhold|unblock,unfreeze
immoderately|unreasonably|moderately,reasonably
immoral|base,corrupt,debauched,degenerate,depraved,disgraceful,dishonorable,dissipated,dissolute,evil,fast,libertine,perverse,perverted,profligate,reprobate,riotous,scandalous,scrofulous,shameful,shocking,unchaste,unethical,unprincipled,unrighteous,wicked,wrong|moral,amoral
immutability|fixity|mutability
impenitent|unashamed,unregenerate,unrepentant|repentant,penitent
imperfectly|amiss|perfectly
imperishable|abiding,durable,enduring,lasting,perdurable,permanent|perishable
impermanence|duration,length|permanence
impermanent|acting,ephemeral,episodic,evanescent,finite,fly-by-night,interim,jury-rigged,makeshift,passing,short-lived,temporal,temporary,terminable,transient,transitory,unstable,working|permanent
impermeable|impervious,retentive,tight|permeable
impersonal|neutral,objective|personal
implausibly|improbably,incredibly,unbelievably|believably,credibly
impolitely|rudely|courteously,politely
impotence|impotency,infertility,quality,sterility|potency,power
impotency|impotence,infertility,quality,sterility|potency,power
imprecisely|inexactly|exactly,precisely
imprecision|inexactness|precision,preciseness
improbably|implausibly,incredibly,unbelievably|believably,credibly
impropriety|behavior,condition,conduct,demeanor,deportment,familiarity,indecency,liberty,misbehavior,misdeed,status|propriety
inability|cognition,knowledge,quality,unfitness|ability
inaccessible|deserted,lonely,outback,pathless,remote,solitary,trackless,unavailable,unfrequented,unobtainable,untouchable,untrod|accessible
inaccuracy|quality|accuracy
inaccurate|away,erroneous,faulty,imprecise,incorrect,inexact,outside,unfaithful,wide,wrong|accurate
inaction|inactivity,state|activeness,activity,action
inactivate|alter,change,deactivate,demobilize,discharge,modify|activate,mobilize
inactivation|action,activity,deactivation,discharge,dismissal,liberation,release,sack,sacking|activation
inactive|dark,dead,dead-end,dormant,dull,flat,hands-off,idle,indolent,inert,latent,lethargic,motionless,passive,quiescent,resistless,retired,sedentary,slow,sluggish,soggy,static,still,supine,torpid,unused|active,operational
inactivity|inaction,inertia,state,trait|activity,activeness,action
inadequacy|amount,deficiency,failing,weakness|adequacy
inadequate|deficient,incapable,incompetent,insufficient,lacking,poor,short,undermanned,understaffed,wanting|adequate
inadvisable|foolish,imprudent,inexpedient|advisable
inalienable|absolute,indefeasible,intrinsic,inviolable,unalienable|alienable
inanimate|breathless,dead,nonliving|animate
incapability|inability,unfitness|capability
incisively|exactly,precisely|inexactly,imprecisely
inclined|aslant,atilt,bent,diagonal,disposed,fain,fond,given,gradual,high-pitched,leaning,low-pitched,minded,oblique,partial,pitched,prepared,prone,salient,sidelong,skew,skewed,willing|horizontal,vertical
incoherent|confused,disconnected,disjointed,disordered,fuzzy,garbled,illogical,inarticulate,irrational,scattered,tongue-tied,unconnected|coherent
incoming|arrival,designate,elect,entrance,entry,future,inbound,ingress,inward,next,succeeding|outgoing
incommodious|cramped|commodious
incomparable|all-time,alone,best,matchless,nonpareil,peerless,unequaled,unequalled,unique,unmatched,unparalleled,unrivaled,unrivalled|comparable
incompatible|antacid,antagonistic,antonymous,different,disagreeable,discrepant,incompatible,incongruous,inconsistent,inharmonious,mismatched,uncongenial,unfitting,unfriendly,unsuited|synergistic,compatible,congenial
incompetence|disease,inability,incompetency,unfitness|competence
incompetency|inability,incompetence,unfitness|competence
incompetent|bungling,clumsy,feckless,inadequate,incapable,ineffective,inefficient,inept,unqualified,unskilled|competent
incomplete|broken,fractional,half,partial,rudimentary,sketchy,uncompleted,unfinished|complete
inconclusive|equivocal,head-to-head,indecisive,undetermined|conclusive
inconsistent|conflicting,discrepant,incompatible,incongruous,scratchy,spotty,uneven,variable|consistent
inconsolable|desolate,disconsolate|consolable
inconstancy|falseness,fickleness,infidelity|constancy
inconstant|changeable,false,fickle,unfaithful,unstable,untrue,variable,volatile|constant
incontinent|leaky|continent
inconvenient|awkward,inopportune|convenient
incorrect|erroneous,fallacious,false,improper,inaccurate,mistaken,wrong|right,correct
incorrectly|falsely,wrong,wrongly|right,correctly
increase|addition,alter,alteration,amount,change,gain,growth,increment,modification,modify,process,step-up|decrease
incredibly|implausibly,improbably,unbelievably|believably,credibly
increment|amount,growth,increase,process|decrease
indecision|doubt,doubtfulness,dubiety,dubiousness,incertitude,irresolution,uncertainty|decision,decisiveness
indigestible|flatulent,heavy,inedible,stodgy,undigested,uneatable|digestible
indirect|allusive,askance,backhanded,circuitous,collateral,crooked,devious,digressive,discursive,diversionary,excursive,hearsay,mealymouthed,mediate,oblique,periphrastic,rambling,related,roundabout,secondary,sidelong,squint,tortuous,winding|direct,lineal
indiscreet|imprudent,talkative|discreet
indoors|inside|outdoors,outside
ineptness|awkwardness,clumsiness,ineptitude,quality,slowness|suitableness,suitability
